,pickup_dt,borough,pickups,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday
21667,2015-05-16 13:00:00,Bronx,184,0.75,4.7,59.75,55.0,1022.9,0.0533333333333333,0.0,0.0,0.0,N
21674,2015-05-16 14:00:00,Bronx,192,3.0,7.5,62.5,56.5,1022.1,0.0,0.0,0.0,0.0,N
21681,2015-05-16 15:00:00,Bronx,223,1.5,7.5,65.0,58.0,1021.6,0.0,0.0,0.0,0.0,N
21687,2015-05-16 16:00:00,Bronx,232,7.0,8.0,70.0,58.0,1021.7,0.0,0.0,0.0,0.0,N
21694,2015-05-16 17:00:00,Bronx,218,5.0,8.0,72.0,59.0,1020.8,0.0,0.0,0.0,0.0,N
21701,2015-05-16 18:00:00,Bronx,235,7.0,7.0,71.0,61.0,1020.4,0.0,0.06,0.0,0.0,N
21708,2015-05-16 19:00:00,Bronx,256,3.0,7.0,72.0,60.0,1019.9,0.0,0.0,0.0,0.0,N
21715,2015-05-16 20:00:00,Bronx,239,1.5,8.0,73.0,60.0,1019.3,0.0,0.0,0.0,0.0,N
21722,2015-05-16 21:00:00,Bronx,251,0.0,8.0,73.0,60.0,1019.1,0.0,0.0,0.0,0.0,N
21729,2015-05-16 22:00:00,Bronx,262,3.0,9.1,72.0,61.0,1018.8,0.0,0.0,0.0,0.0,N
21736,2015-05-16 23:00:00,Bronx,227,0.0,9.1,71.0,60.0,1019.2,0.0,0.0,0.0,0.0,N
21743,2015-05-17 00:00:00,Bronx,213,0.0,8.0,68.0,61.0,1019.4,0.0,0.0,0.0,0.0,N
21750,2015-05-17 01:00:00,Bronx,173,6.0,4.0,67.0,63.0,1019.8,0.03,0.0,0.0,0.0,N
21757,2015-05-17 02:00:00,Bronx,140,5.75,3.5,67.5,64.0,1021.1,0.035,0.0,0.0,0.0,N
21764,2015-05-17 03:00:00,Bronx,104,2.5,5.0,67.5,64.0,1021.1,0.1,0.0,0.0,0.0,N
21771,2015-05-17 04:00:00,Bronx,81,1.2,1.92,66.2,63.8,1021.0,0.0125,0.0,0.0,0.0,N
21778,2015-05-17 05:00:00,Bronx,61,1.0,1.66666666666667,64.6666666666667,62.0,1020.9,0.015,0.0,0.3,0.0,N
21785,2015-05-17 06:00:00,Bronx,38,0.0,1.3,64.5,62.0,1020.7,0.005,0.21,0.0,0.0,N
21792,2015-05-17 07:00:00,Bronx,56,0.0,2.03333333333333,66.0,63.6666666666667,1019.6,0.01,0.0,0.0,0.0,N
21798,2015-05-17 08:00:00,Bronx,62,0.0,3.16666666666667,67.0,64.0,1019.1,0.01,0.0,0.0,0.0,N
21805,2015-05-17 09:00:00,Bronx,104,1.28571428571429,2.48571428571429,66.8571428571429,64.0,1019.1,0.0,0.0,0.0,0.0,N
21812,2015-05-17 10:00:00,Bronx,119,2.66666666666667,1.7,67.0,64.0,1019.5,0.0,0.0,0.0,0.0,N
21819,2015-05-17 11:00:00,Bronx,158,2.0,1.93333333333333,68.0,65.0,1020.4,0.0,0.0,0.0,0.0,N
21826,2015-05-17 12:00:00,Bronx,160,1.5,2.75,69.0,65.0,1020.9,0.0,0.02,0.29,0.0,N
21833,2015-05-17 13:00:00,Bronx,164,6.0,5.0,70.0,65.0,1021.0,0.0,0.0,0.0,0.0,N
21840,2015-05-17 14:00:00,Bronx,197,4.25,7.5,72.0,65.5,1021.2,0.0,0.0,0.0,0.0,N
21847,2015-05-17 15:00:00,Bronx,203,6.0,9.55,74.5,65.0,1021.2,0.0,0.0,0.0,0.0,N
21854,2015-05-17 16:00:00,Bronx,173,4.5,10.0,78.5,64.0,1021.1,0.0,0.0,0.0,0.0,N
21861,2015-05-17 17:00:00,Bronx,184,5.0,10.0,82.0,63.0,1020.5,0.0,0.0,0.0,0.0,N
21868,2015-05-17 18:00:00,Bronx,177,0.0,10.0,81.0,63.0,1020.1,0.0,0.0,0.0,0.0,N
21875,2015-05-17 19:00:00,Bronx,206,0.0,10.0,80.0,63.0,1019.6,0.0,0.0,0.0,0.0,N
21882,2015-05-17 20:00:00,Bronx,181,0.0,10.0,82.0,62.0,1018.9,0.0,0.0,0.0,0.0,N
21889,2015-05-17 21:00:00,Bronx,193,0.0,10.0,81.0,64.0,1018.4,0.0,0.0,0.0,0.0,N
21896,2015-05-17 22:00:00,Bronx,207,0.0,8.0,80.0,64.0,1018.2,0.0,0.0,0.0,0.0,N
21902,2015-05-17 23:00:00,Bronx,170,3.0,9.1,79.0,63.0,1018.3,0.0,0.0,0.0,0.0,N
21909,2015-05-18 00:00:00,Bronx,142,3.0,9.1,77.0,63.0,1018.9,0.0,0.0,0.0,0.0,N
21916,2015-05-18 01:00:00,Bronx,45,0.0,10.0,75.0,62.0,1019.2,0.0,0.0,0.0,0.0,N
21922,2015-05-18 02:00:00,Bronx,20,0.0,9.1,74.0,64.0,1019.7,0.0,0.0,0.0,0.0,N
21929,2015-05-18 03:00:00,Bronx,22,3.0,8.0,74.0,65.0,1019.6,0.0,0.0,0.0,0.0,N
21936,2015-05-18 04:00:00,Bronx,16,3.0,9.1,75.0,64.0,1019.4,0.0,0.0,0.0,0.0,N
21942,2015-05-18 05:00:00,Bronx,27,0.0,8.0,75.0,65.0,1019.2,0.0,0.0,0.02,0.0,N
21949,2015-05-18 06:00:00,Bronx,39,0.0,8.0,74.0,65.0,1018.9,0.0,0.0,0.0,0.0,N
21956,2015-05-18 07:00:00,Bronx,64,0.0,7.0,73.0,65.0,1018.9,0.0,0.0,0.0,0.0,N
21963,2015-05-18 08:00:00,Bronx,90,0.0,7.0,72.0,65.0,1018.9,0.0,0.0,0.0,0.0,N
21970,2015-05-18 09:00:00,Bronx,84,3.0,6.0,71.0,64.0,1018.7,0.0,0.0,0.0,0.0,N
21977,2015-05-18 10:00:00,Bronx,70,7.75,3.125,66.75,61.75,1019.3,0.0,0.0,0.0,0.0,N
21984,2015-05-18 11:00:00,Bronx,52,9.33333333333333,2.6,62.0,57.3333333333333,1020.7,0.0,0.0,0.0,0.0,N
21991,2015-05-18 12:00:00,Bronx,37,6.5,2.25,61.0,57.0,1021.2,0.0,0.0,0.0,0.0,N
21998,2015-05-18 13:00:00,Bronx,45,9.0,2.75,61.0,57.0,1021.7,0.0,0.0,0.0,0.0,N
22005,2015-05-18 14:00:00,Bronx,61,6.5,3.0,62.0,57.0,1021.9,0.0,0.0,0.0,0.0,N
22011,2015-05-18 15:00:00,Bronx,59,4.8,2.9,62.4,57.8,1022.3,0.0,0.0,0.0,0.0,N
22018,2015-05-18 16:00:00,Bronx,76,5.5,5.5,64.0,57.0,1022.2,0.0,0.0,0.0,0.0,N
22025,2015-05-18 17:00:00,Bronx,70,6.5,8.05,63.5,55.0,1022.7,0.0,0.0,0.0,0.0,N
22032,2015-05-18 18:00:00,Bronx,74,7.0,10.0,63.0,53.0,1022.4,0.0,0.0,0.0,0.0,N
22039,2015-05-18 19:00:00,Bronx,53,10.0,10.0,65.0,53.0,1021.9,0.0,0.0,0.0,0.0,N
22046,2015-05-18 20:00:00,Bronx,52,6.0,10.0,64.0,51.0,1021.5,0.0,0.0,0.0,0.0,N
22053,2015-05-18 21:00:00,Bronx,52,6.0,10.0,64.0,52.0,1020.9,0.0,0.0,0.0,0.0,N
22060,2015-05-18 22:00:00,Bronx,55,6.0,10.0,63.0,51.0,1020.5,0.0,0.0,0.0,0.0,N
22066,2015-05-18 23:00:00,Bronx,82,5.0,10.0,63.0,51.0,1020.5,0.0,0.0,0.0,0.0,N
22073,2015-05-19 00:00:00,Bronx,43,2.5,10.0,62.0,51.0,1020.2,0.0,0.0,0.0,0.0,N
22079,2015-05-19 01:00:00,Bronx,32,0.0,10.0,62.0,52.0,1020.5,0.0,0.0,0.0,0.0,N
22086,2015-05-19 02:00:00,Bronx,18,5.0,10.0,62.0,52.0,1020.5,0.0,0.0,0.0,0.0,N
22092,2015-05-19 03:00:00,Bronx,16,2.5,10.0,61.0,53.0,1019.8,0.0,0.0,0.0,0.0,N
22098,2015-05-19 04:00:00,Bronx,16,5.0,10.0,60.0,53.0,1018.8,0.0,0.0,0.0,0.0,N
22104,2015-05-19 05:00:00,Bronx,23,0.0,10.0,60.0,53.0,1018.7,0.0,0.0,0.0,0.0,N
22111,2015-05-19 06:00:00,Bronx,43,0.0,7.0,59.5,54.0,1017.9,0.0,0.0,0.0,0.0,N
22118,2015-05-19 07:00:00,Bronx,61,1.5,2.5,59.0,55.5,1017.2,0.0,0.0,0.0,0.0,N
22125,2015-05-19 08:00:00,Bronx,111,1.5,3.5,59.0,56.0,1016.5,0.0,0.0,0.0,0.0,N
22132,2015-05-19 09:00:00,Bronx,90,3.33333333333333,2.83333333333333,59.3333333333333,56.0,1015.9,0.0,0.0,0.0,0.0,N
22138,2015-05-19 10:00:00,Bronx,66,0.0,2.5,59.0,56.0,1015.5,0.0,0.0,0.0,0.0,N
22145,2015-05-19 11:00:00,Bronx,48,3.66666666666667,1.76666666666667,59.0,55.6666666666667,1015.2,0.0,0.0,0.0,0.0,N
22152,2015-05-19 12:00:00,Bronx,56,0.0,2.5,59.0,56.0,1014.9,0.0,0.0,0.0,0.0,N
22159,2015-05-19 13:00:00,Bronx,68,1.5,3.5,60.5,56.0,1014.6,0.0,0.0,0.0,0.0,N
22165,2015-05-19 14:00:00,Bronx,45,0.0,4.0,62.0,56.0,1014.2,0.0,0.0,0.0,0.0,N
22172,2015-05-19 15:00:00,Bronx,75,1.5,4.0,64.5,57.5,1013.7,0.0,0.0,0.0,0.0,N
22179,2015-05-19 16:00:00,Bronx,76,0.0,2.66666666666667,65.3333333333333,59.3333333333333,1013.3,0.0,0.0,0.0,0.0,N
22186,2015-05-19 17:00:00,Bronx,91,1.0,4.0,64.6666666666667,59.0,1012.7,0.0,0.0,0.0,0.0,N
22193,2015-05-19 18:00:00,Bronx,79,0.0,4.0,73.0,61.0,1011.5,0.0,0.0,0.0,0.0,N
22200,2015-05-19 19:00:00,Bronx,77,0.0,5.0,75.0,62.0,1010.8,0.0,0.0,0.0,0.0,N
22207,2015-05-19 20:00:00,Bronx,58,3.0,6.0,78.0,62.0,1010.0,0.0,0.0,0.0,0.0,N
22214,2015-05-19 21:00:00,Bronx,65,0.0,9.1,79.0,64.0,1009.0,0.0,0.0,0.0,0.0,N
22221,2015-05-19 22:00:00,Bronx,76,7.0,7.0,78.0,65.0,1008.3,0.0,0.0,0.0,0.0,N
22228,2015-05-19 23:00:00,Bronx,64,3.0,7.0,74.0,61.0,1008.1,0.0,0.0,0.0,0.0,N
22235,2015-05-20 00:00:00,Bronx,41,3.0,6.0,72.0,61.0,1008.0,0.0,0.0,0.0,0.0,N
22242,2015-05-20 01:00:00,Bronx,40,0.0,7.0,70.0,61.0,1008.1,0.0,0.0,0.0,0.0,N
22249,2015-05-20 02:00:00,Bronx,31,5.0,7.0,70.0,62.0,1007.6,0.0,0.0,0.0,0.0,N
22256,2015-05-20 03:00:00,Bronx,16,3.0,9.1,74.0,61.0,1008.7,0.0,0.0,0.0,0.0,N
22263,2015-05-20 04:00:00,Bronx,17,7.0,10.0,71.0,55.0,1010.1,0.0,0.0,0.0,0.0,N
22270,2015-05-20 05:00:00,Bronx,18,7.0,10.0,67.0,49.0,1010.6,0.0,0.0,0.0,0.0,N
22277,2015-05-20 06:00:00,Bronx,28,7.0,10.0,64.0,44.0,1011.1,0.0,0.0,0.0,0.0,N
22284,2015-05-20 07:00:00,Bronx,63,5.0,10.0,62.0,43.0,1010.8,0.0,0.0,0.0,0.0,N
22290,2015-05-20 08:00:00,Bronx,112,6.0,10.0,59.0,42.0,1011.4,0.0,0.0,0.0,0.0,N
22297,2015-05-20 09:00:00,Bronx,104,7.0,10.0,58.0,42.0,1010.7,0.0,0.0,0.0,0.0,N
22304,2015-05-20 10:00:00,Bronx,67,7.5,10.0,58.0,43.0,1010.8,0.0,0.0,0.0,0.0,N
22311,2015-05-20 11:00:00,Bronx,50,8.0,10.0,57.0,43.0,1011.3,0.0,0.0,0.0,0.0,N
22318,2015-05-20 12:00:00,Bronx,63,8.0,10.0,59.0,43.0,1011.1,0.0,0.0,0.0,0.0,N
22325,2015-05-20 13:00:00,Bronx,80,10.0,10.0,59.0,40.0,1012.1,0.0,0.0,0.0,0.0,N
22332,2015-05-20 14:00:00,Bronx,99,10.5,10.0,59.0,40.0,1012.2,0.0,0.0,0.0,0.0,N
22338,2015-05-20 15:00:00,Bronx,84,11.0,10.0,59.0,39.0,1012.5,0.0,0.0,0.0,0.0,N
22344,2015-05-20 16:00:00,Bronx,80,10.0,10.0,59.0,38.0,1012.7,0.0,0.0,0.0,0.0,N
22351,2015-05-20 17:00:00,Bronx,82,8.0,10.0,61.0,38.0,1012.8,0.0,0.0,0.0,0.0,N
22358,2015-05-20 18:00:00,Bronx,72,8.0,10.0,61.0,36.0,1012.5,0.0,0.0,0.0,0.0,N
22365,2015-05-20 19:00:00,Bronx,64,7.0,10.0,62.0,35.0,1012.7,0.0,0.0,0.0,0.0,N
22372,2015-05-20 20:00:00,Bronx,77,5.66666666666667,10.0,60.0,34.0,1013.2,0.0,0.0,0.0,0.0,N
22379,2015-05-20 21:00:00,Bronx,76,4.33333333333333,10.0,61.0,34.0,1013.3,0.0,0.03,0.0,0.0,N
22385,2015-05-20 22:00:00,Bronx,68,3.0,10.0,61.0,34.0,1013.4,0.0,0.03,0.0,0.0,N
22392,2015-05-20 23:00:00,Bronx,55,3.5,10.0,60.0,33.0,1013.8,0.0,0.03,0.0,0.0,N
22399,2015-05-21 00:00:00,Bronx,45,4.0,10.0,58.0,34.0,1014.3,0.0,0.03,0.0,0.0,N
22406,2015-05-21 01:00:00,Bronx,29,4.5,10.0,57.0,33.0,1015.1,0.0,0.03,0.0,0.0,N
22413,2015-05-21 02:00:00,Bronx,32,5.0,10.0,57.0,35.0,1016.0,0.0,0.03,0.0,0.0,N
22419,2015-05-21 03:00:00,Bronx,19,3.0,10.0,56.0,35.0,1015.9,0.0,0.0533333333333333,0.0,0.0,N
22425,2015-05-21 04:00:00,Bronx,25,3.0,10.0,56.0,33.0,1016.1,0.0,0.0533333333333333,0.0,0.0,N
22431,2015-05-21 05:00:00,Bronx,25,3.0,10.0,54.0,33.0,1015.8,0.0,0.0533333333333333,0.0,0.0,N
22438,2015-05-21 06:00:00,Bronx,34,6.0,10.0,54.0,33.0,1015.5,0.0,0.0533333333333333,0.0,0.0,N
22445,2015-05-21 07:00:00,Bronx,62,3.0,10.0,53.0,33.0,1015.6,0.0,0.0533333333333333,0.0,0.0,N
22452,2015-05-21 08:00:00,Bronx,112,3.0,10.0,52.0,33.0,1015.6,0.0,0.0533333333333333,0.0,0.0,N
22459,2015-05-21 09:00:00,Bronx,98,0.0,10.0,52.0,34.0,1015.2,0.0,0.0,0.0,0.0,N
22466,2015-05-21 10:00:00,Bronx,70,0.0,10.0,53.0,34.0,1015.4,0.0,0.0,0.0,0.0,N
22473,2015-05-21 11:00:00,Bronx,48,0.0,10.0,54.0,34.0,1016.2,0.0,0.0,0.0,0.0,N
22480,2015-05-21 12:00:00,Bronx,49,3.0,10.0,54.0,35.0,1016.7,0.0,0.0,0.0,0.0,N
22486,2015-05-21 13:00:00,Bronx,68,0.0,10.0,57.0,36.0,1016.2,0.0,0.0,0.0,0.0,N
22493,2015-05-21 14:00:00,Bronx,65,0.0,10.0,59.0,35.0,1015.7,0.0,0.0,0.0,0.0,N
22500,2015-05-21 15:00:00,Bronx,81,3.0,10.0,60.0,36.0,1015.7,0.0,0.03,0.0,0.0,N
22507,2015-05-21 16:00:00,Bronx,81,0.0,10.0,60.0,35.0,1015.5,0.0,0.065,0.0,0.0,N
22513,2015-05-21 17:00:00,Bronx,87,6.0,10.0,61.0,34.0,1015.0,0.0,0.165,0.0,0.0,N
22520,2015-05-21 18:00:00,Bronx,105,5.0,10.0,60.0,34.0,1014.6,0.0,0.1775,0.0,0.0,N
22527,2015-05-21 19:00:00,Bronx,79,4.0,10.0,60.0,39.0,1014.1,0.0,0.1925,0.0,0.0,N
22534,2015-05-21 20:00:00,Bronx,79,3.0,10.0,60.0,40.0,1013.6,0.0,0.1975,0.0,0.0,N
22541,2015-05-21 21:00:00,Bronx,89,4.5,10.0,60.0,41.0,1013.1,0.0,0.1775,0.0,0.0,N
22548,2015-05-21 22:00:00,Bronx,95,6.0,10.0,58.0,43.0,1013.2,0.0,0.1525,0.0,0.0,N
22555,2015-05-21 23:00:00,Bronx,66,3.0,10.0,57.5,45.5,1013.0,0.0,0.0525,0.0,0.0,N
22562,2015-05-22 00:00:00,Bronx,64,3.0,10.0,55.5,44.5,1013.1,0.0,0.04,0.0,0.0,N
22569,2015-05-22 01:00:00,Bronx,51,5.0,10.0,55.0,41.0,1013.0,0.0,0.025,0.0,0.0,N
22575,2015-05-22 02:00:00,Bronx,38,0.0,10.0,55.0,42.0,1012.8,0.0,0.02,0.0,0.0,N
22582,2015-05-22 03:00:00,Bronx,29,0.0,10.0,55.0,44.0,1012.1,0.0,0.01,0.0,0.0,N
22589,2015-05-22 04:00:00,Bronx,44,3.0,10.0,55.0,46.0,1012.0,0.0,0.0,0.0,0.0,N
22596,2015-05-22 05:00:00,Bronx,34,3.0,10.0,55.0,46.0,1011.7,0.0,0.0,0.0,0.0,N
22603,2015-05-22 06:00:00,Bronx,43,7.0,10.0,55.0,45.0,1011.1,0.0,0.0,0.0,0.0,N
22610,2015-05-22 07:00:00,Bronx,72,6.0,10.0,55.0,44.0,1011.0,0.0,0.0,0.0,0.0,N
22617,2015-05-22 08:00:00,Bronx,117,0.0,10.0,56.0,44.0,1011.0,0.0,0.0,0.0,0.0,N
22624,2015-05-22 09:00:00,Bronx,104,0.0,10.0,56.0,43.0,1011.0,0.0,0.0,0.0,0.0,N
22631,2015-05-22 10:00:00,Bronx,88,0.0,10.0,55.0,42.0,1012.0,0.0,0.0,0.0,0.0,N
22638,2015-05-22 11:00:00,Bronx,65,0.0,10.0,56.0,42.0,1012.5,0.0,0.0,0.0,0.0,N
22645,2015-05-22 12:00:00,Bronx,80,5.0,10.0,58.0,41.0,1012.8,0.0,0.0,0.0,0.0,N
22652,2015-05-22 13:00:00,Bronx,71,3.0,10.0,60.0,40.0,1013.1,0.0,0.0,0.0,0.0,N
22659,2015-05-22 14:00:00,Bronx,76,8.0,10.0,64.0,40.0,1013.2,0.0,0.0,0.0,0.0,N
22665,2015-05-22 15:00:00,Bronx,112,6.0,10.0,68.0,38.0,1013.2,0.0,0.0,0.0,0.0,N
22672,2015-05-22 16:00:00,Bronx,96,7.0,10.0,72.0,39.0,1013.1,0.0,0.0,0.0,0.0,N
22679,2015-05-22 17:00:00,Bronx,90,6.0,10.0,71.0,39.0,1012.8,0.0,0.0,0.0,0.0,N
22686,2015-05-22 18:00:00,Bronx,110,5.0,10.0,72.0,37.0,1012.7,0.0,0.0,0.0,0.0,N
22693,2015-05-22 19:00:00,Bronx,111,6.0,10.0,71.0,37.0,1012.9,0.0,0.0,0.0,0.0,N
22700,2015-05-22 20:00:00,Bronx,95,10.0,10.0,68.0,40.0,1013.7,0.0,0.0,0.0,0.0,N
22707,2015-05-22 21:00:00,Bronx,110,11.0,10.0,70.0,38.0,1014.0,0.0,0.0,0.0,0.0,N
22713,2015-05-22 22:00:00,Bronx,147,8.0,10.0,70.0,38.0,1014.2,0.0,0.0,0.0,0.0,N
22720,2015-05-22 23:00:00,Bronx,169,14.0,10.0,70.0,39.0,1014.6,0.0,0.0,0.0,0.0,N
22727,2015-05-23 00:00:00,Bronx,123,3.0,10.0,68.0,40.0,1015.5,0.0,0.0,0.0,0.0,N
22734,2015-05-23 01:00:00,Bronx,95,3.0,10.0,67.0,41.0,1017.0,0.0,0.0,0.0,0.0,N
22740,2015-05-23 02:00:00,Bronx,73,10.0,10.0,66.0,34.0,1018.6,0.0,0.0,0.0,0.0,N
22747,2015-05-23 03:00:00,Bronx,56,3.0,10.0,63.0,32.0,1020.1,0.0,0.0,0.0,0.0,N
22753,2015-05-23 04:00:00,Bronx,36,5.0,10.0,61.0,31.0,1021.0,0.0,0.0,0.0,0.0,N
22759,2015-05-23 05:00:00,Bronx,33,11.0,10.0,59.0,32.0,1021.7,0.0,0.0,0.0,0.0,N
22766,2015-05-23 06:00:00,Bronx,19,3.0,10.0,56.0,28.0,1023.1,0.0,0.0,0.0,0.0,N
22773,2015-05-23 07:00:00,Bronx,30,7.0,10.0,54.0,23.0,1023.8,0.0,0.0,0.0,0.0,N
22779,2015-05-23 08:00:00,Bronx,40,5.0,10.0,53.0,24.0,1025.2,0.0,0.0,0.0,0.0,N
22786,2015-05-23 09:00:00,Bronx,49,6.0,10.0,51.0,25.0,1025.9,0.0,0.0,0.0,0.0,N
22793,2015-05-23 10:00:00,Bronx,64,6.0,10.0,50.0,26.0,1026.7,0.0,0.0,0.0,0.0,N
22800,2015-05-23 11:00:00,Bronx,80,3.0,10.0,49.0,27.0,1027.9,0.0,0.0,0.0,0.0,N
22807,2015-05-23 12:00:00,Bronx,96,5.0,10.0,50.0,27.0,1028.8,0.0,0.0,0.0,0.0,N
22814,2015-05-23 13:00:00,Bronx,80,6.5,10.0,51.0,27.0,1029.4,0.0,0.0,0.0,0.0,N
22821,2015-05-23 14:00:00,Bronx,91,8.0,10.0,53.0,25.0,1030.0,0.0,0.0,0.0,0.0,N
22828,2015-05-23 15:00:00,Bronx,96,3.0,10.0,56.0,24.0,1030.1,0.0,0.0,0.0,0.0,N
22835,2015-05-23 16:00:00,Bronx,143,5.0,10.0,60.0,22.0,1030.0,0.0,0.0,0.0,0.0,N
22842,2015-05-23 17:00:00,Bronx,155,6.0,10.0,63.0,24.0,1029.4,0.0,0.0,0.0,0.0,N
22849,2015-05-23 18:00:00,Bronx,101,5.0,10.0,64.0,25.0,1028.9,0.0,0.0,0.0,0.0,N
22856,2015-05-23 19:00:00,Bronx,95,0.0,10.0,66.0,24.0,1028.2,0.0,0.0,0.0,0.0,N
22863,2015-05-23 20:00:00,Bronx,99,6.0,10.0,68.0,26.0,1027.7,0.0,0.0,0.0,0.0,N
22870,2015-05-23 21:00:00,Bronx,97,7.0,10.0,69.0,28.0,1027.4,0.0,0.0,0.0,0.0,N
22877,2015-05-23 22:00:00,Bronx,111,8.0,10.0,69.0,27.0,1027.0,0.0,0.0,0.0,0.0,N
22884,2015-05-23 23:00:00,Bronx,120,6.0,10.0,64.0,37.0,1026.9,0.0,0.0,0.0,0.0,N
22891,2015-05-24 00:00:00,Bronx,133,3.0,10.0,62.0,40.0,1027.0,0.0,0.0,0.0,0.0,N
22897,2015-05-24 01:00:00,Bronx,103,5.0,10.0,60.0,40.0,1027.0,0.0,0.0,0.0,0.0,N
22903,2015-05-24 02:00:00,Bronx,84,0.0,10.0,59.0,41.0,1027.4,0.0,0.0,0.0,0.0,N
22909,2015-05-24 03:00:00,Bronx,69,0.0,10.0,58.0,41.0,1027.7,0.0,0.0,0.03,0.0,N
22916,2015-05-24 04:00:00,Bronx,59,3.0,10.0,58.0,41.0,1027.8,0.0,0.0,0.03,0.0,N
22923,2015-05-24 05:00:00,Bronx,26,6.0,10.0,59.0,39.0,1027.6,0.0,0.0,0.0,0.0,N
22930,2015-05-24 06:00:00,Bronx,27,3.0,10.0,58.0,37.0,1027.5,0.0,0.0,0.03,0.0,N
22937,2015-05-24 07:00:00,Bronx,36,6.0,10.0,58.0,35.0,1027.8,0.0,0.0,0.03,0.0,N
22944,2015-05-24 08:00:00,Bronx,30,5.0,10.0,58.0,35.0,1027.6,0.0,0.0,0.03,0.0,N
22950,2015-05-24 09:00:00,Bronx,35,6.0,10.0,57.0,37.0,1027.6,0.0,0.0,0.03,0.0,N
22957,2015-05-24 10:00:00,Bronx,57,7.0,10.0,56.0,39.0,1027.7,0.0,0.0,0.0833333333333333,0.0,N
22964,2015-05-24 11:00:00,Bronx,72,3.0,10.0,57.0,40.0,1028.0,0.0,0.0,0.0833333333333333,0.0,N
22971,2015-05-24 12:00:00,Bronx,75,5.5,10.0,59.0,43.0,1028.1,0.0,0.0,0.0833333333333333,0.0,N
22978,2015-05-24 13:00:00,Bronx,81,8.0,10.0,62.0,42.0,1028.3,0.0,0.0,0.0833333333333333,0.0,N
22985,2015-05-24 14:00:00,Bronx,88,6.5,10.0,67.0,43.0,1027.9,0.0,0.0,0.0833333333333333,0.0,N
22992,2015-05-24 15:00:00,Bronx,74,5.0,10.0,72.0,44.0,1027.3,0.0,0.0,0.0833333333333333,0.0,N
22999,2015-05-24 16:00:00,Bronx,102,3.0,10.0,76.0,39.0,1026.7,0.0,0.0,0.0833333333333333,0.0,N
23006,2015-05-24 17:00:00,Bronx,91,7.0,10.0,78.0,37.0,1026.0,0.0,0.0,0.0833333333333333,0.0,N
23013,2015-05-24 18:00:00,Bronx,100,5.0,10.0,80.0,38.0,1025.1,0.0,0.0,0.0833333333333333,0.0,N
23019,2015-05-24 19:00:00,Bronx,87,0.0,10.0,81.0,41.0,1024.6,0.0,0.0,0.0833333333333333,0.0,N
23026,2015-05-24 20:00:00,Bronx,69,2.5,10.0,79.0,42.0,1024.1,0.0,0.0,0.0833333333333333,0.0,N
23033,2015-05-24 21:00:00,Bronx,83,5.0,10.0,77.0,46.0,1023.9,0.0,0.0,0.0833333333333333,0.0,N
23040,2015-05-24 22:00:00,Bronx,109,5.0,10.0,75.0,48.0,1023.7,0.0,0.0,0.113333333333333,0.0,N
23047,2015-05-24 23:00:00,Bronx,145,0.0,10.0,74.0,50.0,1023.5,0.0,0.0,0.148333333333333,0.0,N
23054,2015-05-25 00:00:00,Bronx,145,0.0,10.0,71.0,50.0,1023.7,0.0,0.0,0.248333333333333,0.0,Y
23061,2015-05-25 01:00:00,Bronx,89,0.0,10.0,69.0,50.0,1023.9,0.0,0.0,0.260833333333333,0.0,Y
23068,2015-05-25 02:00:00,Bronx,68,0.0,10.0,70.0,50.0,1024.6,0.0,0.0,0.275833333333333,0.0,Y
23075,2015-05-25 03:00:00,Bronx,50,1.5,10.0,70.0,49.0,1024.7,0.0,0.0,0.280833333333333,0.0,Y
23081,2015-05-25 04:00:00,Bronx,37,3.0,10.0,69.0,49.0,1024.5,0.0,0.0,0.260833333333333,0.0,Y
23088,2015-05-25 05:00:00,Bronx,27,7.0,10.0,68.0,50.0,1024.4,0.0,0.0,0.0,0.0,Y
23095,2015-05-25 06:00:00,Bronx,33,5.0,10.0,66.0,50.0,1024.4,0.0,0.0,0.270833333333333,0.0,Y
23102,2015-05-25 07:00:00,Bronx,23,6.0,10.0,65.0,50.0,1024.3,0.0,0.0,0.270833333333333,0.0,Y
23109,2015-05-25 08:00:00,Bronx,24,6.0,10.0,65.0,52.0,1024.5,0.0,0.0,0.270833333333333,0.0,Y
23116,2015-05-25 09:00:00,Bronx,28,8.0,10.0,65.0,53.0,1024.7,0.0,0.0,0.270833333333333,0.0,Y
23122,2015-05-25 10:00:00,Bronx,44,3.0,10.0,66.0,53.0,1024.7,0.0,0.0,0.270833333333333,0.0,Y
23129,2015-05-25 11:00:00,Bronx,35,0.0,10.0,66.0,54.0,1024.9,0.0,0.0,0.2175,0.0,Y
23135,2015-05-25 12:00:00,Bronx,36,0.0,10.0,67.0,54.0,1025.0,0.0,0.0,0.2175,0.0,Y
23142,2015-05-25 13:00:00,Bronx,57,6.0,10.0,71.0,56.0,1025.0,0.0,0.0,0.2175,0.0,Y
23149,2015-05-25 14:00:00,Bronx,51,0.0,10.0,72.0,56.0,1024.9,0.0,0.0,0.2175,0.0,Y
23156,2015-05-25 15:00:00,Bronx,71,7.0,10.0,75.0,57.0,1024.4,0.0,0.0,0.2175,0.0,Y
23162,2015-05-25 16:00:00,Bronx,85,5.0,10.0,82.0,57.0,1023.6,0.0,0.0,0.2175,0.0,Y
